event_id,time_epoch,magnitude,place,latitude,longitude,depth_km,updated_epoch,alert,status,timestamp,is_mainshock,aftershock_of_event_id,dt_days,dr_km
ci9045417,889274554670,3.02,"30km E of Coso Junction, California",36.076,-117.619,-0.786,1455277698400,,reviewed,1998-03-07 12:42:34.670000+00:00,False,,,
ci9045406,889274734460,2.5,"30km E of Coso Junction, California",36.069,-117.622,-0.751,1455259910373,,reviewed,1998-03-07 12:45:34.460000+00:00,False,,,
ci9045434,889281298590,2.51,"29km E of Coso Junction, California",36.076,-117.63,1.087,1455277701932,,reviewed,1998-03-07 14:34:58.590000+00:00,False,,,
ci9045439,889286591400,2.59,"30km E of Coso Junction, California",36.078,-117.617,0.017,1455333319357,,reviewed,1998-03-07 16:03:11.400000+00:00,False,,,
ci9045550,889317116940,2.54,"29km E of Coso Junction, California",36.08,-117.626,-0.016,1455251297209,,reviewed,1998-03-08 00:31:56.940000+00:00,False,,,
ci9045563,889321670910,3.07,"28km E of Coso Junction, California",36.07,-117.636,-0.186,1455277709225,,reviewed,1998-03-08 01:47:50.910000+00:00,False,,,
ci9045558,889323393850,2.64,"29km E of Coso Junction, California",36.084,-117.633,-0.691,1455342092296,,reviewed,1998-03-08 02:16:33.850000+00:00,False,,,
ci9045577,889326187580,3.16,"30km E of Coso Junction, California",36.074,-117.621,-0.876,1455296438434,,reviewed,1998-03-08 03:03:07.580000+00:00,False,,,
ci9045621,889343834850,3.42,"28km E of Coso Junction, California",36.071,-117.633,-0.586,1455333329895,,reviewed,1998-03-08 07:57:14.850000+00:00,False,,,
ci9045697,889370921970,3.89,"30km E of Coso Junction, California",36.075,-117.617,-0.376,1455251305379,,reviewed,1998-03-08 15:28:41.970000+00:00,False,,,
ci9045766,889396963570,2.88,"26km E of Little Lake, California",35.954,-117.624,0.415,1455351430205,,reviewed,1998-03-08 22:42:43.570000+00:00,False,,,
ci9045819,889423522460,2.55,"30km E of Coso Junction, California",36.075,-117.616,-0.593,1455296452197,,reviewed,1998-03-09 06:05:22.460000+00:00,False,,,
ci9045865,889446151100,2.54,"9km ESE of Tehachapi, California",35.106,-118.351,4.445,1455342104746,,reviewed,1998-03-09 12:22:31.100000+00:00,False,,,
ci9046084,889525808380,3.09,"28km E of Coso Junction, California",36.079,-117.634,1.214,1455324049374,,reviewed,1998-03-10 10:30:08.380000+00:00,False,,,
ci9046196,889587568020,2.96,"29km E of Coso Junction, California",36.08,-117.628,0.174,1455259952626,,reviewed,1998-03-11 03:39:28.020000+00:00,False,,,
ci3298292,889618731830,4.45,"4km SE of Loma Linda, California",34.024,-117.23,14.421,1455333358646,,reviewed,1998-03-11 12:18:51.830000+00:00,False,,,
ci9046230,889621656410,2.8,"30km E of Coso Junction, California",36.069,-117.62,-0.583,1455342124612,,reviewed,1998-03-11 13:07:36.410000+00:00,False,,,
ci9046291,889639727820,2.55,"9km NNW of Big Bear City, California",34.337,-116.875,-1.501,1455233182134,,reviewed,1998-03-11 18:08:47.820000+00:00,False,,,
ci9046517,889752486870,2.54,"30km E of Coso Junction, California",36.079,-117.617,0.257,1455233196902,,reviewed,1998-03-13 01:28:06.870000+00:00,False,,,
ci9046642,889823293770,3.08,"11km N of Cabazon, California",34.015,-116.78,13.546,1455277767939,,reviewed,1998-03-13 21:08:13.770000+00:00,False,,,
ci9046693,889859775390,2.56,"30km E of Coso Junction, California",36.071,-117.62,-1.273,1455333370159,,reviewed,1998-03-14 07:16:15.390000+00:00,False,,,
ci9046836,890005188730,2.64,"28km E of Coso Junction, California",36.065,-117.634,-0.253,1455223971715,,reviewed,1998-03-15 23:39:48.730000+00:00,False,,,
ci9046848,890019282290,2.57,"30km E of Coso Junction, California",36.069,-117.621,-0.623,1455305957513,,reviewed,1998-03-16 03:34:42.290000+00:00,False,,,
ci9046851,890021959720,2.58,"11km SW of Valencia, California",34.379,-118.648,15.993,1455324081049,,reviewed,1998-03-16 04:19:19.720000+00:00,False,,,
ci9046908,890039691950,3.01,"20km NNW of Borrego Springs, California",33.435,-116.422,2.471,1455268730485,,reviewed,1998-03-16 09:14:51.950000+00:00,False,,,
ci9046904,890049056990,2.53,"11km NNE of Ridgecrest, California",35.721,-117.651,4.18,1455324086589,,reviewed,1998-03-16 11:50:56.990000+00:00,False,,,
ci9047201,890244823650,3.11,"30km E of Coso Junction, California",36.08,-117.615,-0.596,1455351498539,,reviewed,1998-03-18 18:13:43.650000+00:00,False,,,
ci9047214,890251592070,3.79,"30km E of Coso Junction, California",36.075,-117.621,-0.506,1455342160685,,reviewed,1998-03-18 20:06:32.070000+00:00,False,,,
ci9047212,890251693970,2.64,"29km E of Coso Junction, California",36.073,-117.624,-1.043,1455268742207,,reviewed,1998-03-18 20:08:13.970000+00:00,False,,,
ci9047200,890251911190,2.69,"29km E of Coso Junction, California",36.077,-117.624,-0.973,1455233232536,,reviewed,1998-03-18 20:11:51.190000+00:00,False,,,
ci9047289,890283940350,2.82,"30km E of Coso Junction, California",36.072,-117.621,-0.736,1455251373862,,reviewed,1998-03-19 05:05:40.350000+00:00,False,,,
usp0008hqd,890342943160,2.9,"17 km NNE of Moapa Town, Nevada",36.817,-114.487,5.0,1415322287582,,reviewed,1998-03-19 21:29:03.160000+00:00,False,,,
ci9047795,890532957920,2.52,"30km E of Coso Junction, California",36.082,-117.615,-0.283,1455314971180,,reviewed,1998-03-22 02:15:57.920000+00:00,False,,,
ci9048048,890679374160,3.15,"6km NNE of Carpinteria, California",34.452,-119.488,17.966,1455233274228,,reviewed,1998-03-23 18:56:14.160000+00:00,False,,,
ci9048155,890776395430,3.02,"15km NW of California City, California",35.214,-118.116,4.854,1455260024434,,reviewed,1998-03-24 21:53:15.430000+00:00,False,,,
nc564136,890978575940,2.65,"4 km NE of Stratford, California",36.217,-119.7926667,18.327,1482921378820,,reviewed,1998-03-27 06:02:55.940000+00:00,False,,,
ci9048561,891136148580,2.54,"12km S of Olancha, California",36.175,-118.0,1.247,1455251413001,,reviewed,1998-03-29 01:49:08.580000+00:00,False,,,
ci9048631,891182917590,2.56,"2km NW of Laguna Niguel, California",33.536,-117.725,5.39,1455277831224,,reviewed,1998-03-29 14:48:37.590000+00:00,False,,,
ci9048822,891229238880,2.78,"30km N of Yucca Valley, California",34.383,-116.459,2.356,1455242549839,,reviewed,1998-03-30 03:40:38.880000+00:00,False,,,
ci9049295,891514920650,2.52,"29km E of Coso Junction, California",36.072,-117.624,-0.963,1455306047230,,reviewed,1998-04-02 11:02:00.650000+00:00,False,,,
ci9049616,891714356560,2.77,"29km E of Coso Junction, California",36.072,-117.625,-0.996,1455224073210,,reviewed,1998-04-04 18:25:56.560000+00:00,False,,,
ci9049630,891720942330,2.53,"29km E of Coso Junction, California",36.072,-117.624,-1.146,1455260064032,,reviewed,1998-04-04 20:15:42.330000+00:00,False,,,
ci9049615,891723505350,2.55,"29km E of Coso Junction, California",36.074,-117.625,-0.893,1455224074426,,reviewed,1998-04-04 20:58:25.350000+00:00,False,,,
ci9049644,891724920710,3.36,"29km E of Coso Junction, California",36.072,-117.626,-1.236,1455351564729,,reviewed,1998-04-04 21:22:00.710000+00:00,False,,,
ci9049742,891788405720,2.78,"29km E of Coso Junction, California",36.074,-117.625,-0.626,1455296617189,,reviewed,1998-04-05 15:00:05.720000+00:00,False,,,
ci9049796,891857440580,2.54,"2km ESE of Colton, California",34.067,-117.293,15.213,1455233336540,,reviewed,1998-04-06 10:10:40.580000+00:00,False,,,
ci9049816,891869526860,2.7,"29km E of Coso Junction, California",36.071,-117.625,-0.793,1455242582934,,reviewed,1998-04-06 13:32:06.860000+00:00,False,,,
ci9050235,892232384300,2.56,"27km WSW of Lompoc, California",34.532,-120.724,-0.465,1455296641464,,reviewed,1998-04-10 18:19:44.300000+00:00,False,,,
ci9050470,892502108920,3.11,"32km E of Coso Junction, California",36.085,-117.598,-0.666,1455296665713,,reviewed,1998-04-13 21:15:08.920000+00:00,False,,,
nc567261,892514704090,2.71,"4 km SSW of Cayucos, California",35.4013333,-120.9128333,4.57,1482924883960,,reviewed,1998-04-14 00:45:04.090000+00:00,False,,,
ci9050508,892555048410,2.79,"30km N of Yucca Valley, California",34.385,-116.459,2.466,1455315061381,,reviewed,1998-04-14 11:57:28.410000+00:00,False,,,
ci9050601,892618313250,2.66,"13km S of Olancha, California",36.163,-118.014,0.082,1455296671557,,reviewed,1998-04-15 05:31:53.250000+00:00,False,,,
nc567463,892630352130,2.57,"17 km NW of Parkfield, California",36.0131667,-120.5671667,4.705,1482925419920,,reviewed,1998-04-15 08:52:32.130000+00:00,False,,,
ci9050697,892671201610,3.16,"1km NNE of Silver Lake, California",34.102,-118.259,8.988,1455360472125,,reviewed,1998-04-15 20:13:21.610000+00:00,False,,,
ci9050720,892682281650,2.6,"8km ESE of Winchester, California",33.667,-117.009,-0.671,1455342287513,,reviewed,1998-04-15 23:18:01.650000+00:00,False,,,
ci9050946,892825325470,3.6,"36km ENE of Lucerne Valley, California",34.609,-116.628,7.903,1455287384055,,reviewed,1998-04-17 15:02:05.470000+00:00,False,,,
ci9050955,892829447710,2.72,"40km ENE of Lucerne Valley, California",34.63,-116.593,3.703,1455360477035,,reviewed,1998-04-17 16:10:47.710000+00:00,False,,,
ci9050994,892853190900,2.55,"9km E of Coso Junction, California",36.055,-117.844,0.619,1455333490298,,reviewed,1998-04-17 22:46:30.900000+00:00,False,,,
ci9051029,892889599670,2.56,"35km WSW of Coronado, California",32.529,-117.502,5.751,1455333497788,,reviewed,1998-04-18 08:53:19.670000+00:00,False,,,
ci9051097,892957865860,2.75,"36km ENE of Lucerne Valley, California",34.606,-116.626,7.373,1455324249381,,reviewed,1998-04-19 03:51:05.860000+00:00,False,,,
ci9051436,893266818740,2.6,"17km SW of Rosedale, California",35.295,-119.301,5.225,1455296715226,,reviewed,1998-04-22 17:40:18.740000+00:00,False,,,
ci9051559,893369690240,3.39,"33km ENE of Barstow, California",34.958,-116.668,4.876,1455233401190,,reviewed,1998-04-23 22:14:50.240000+00:00,False,,,
ci9051637,893437414220,2.79,"11km S of Wrightwood, California",34.263,-117.644,9.179,1455333515635,,reviewed,1998-04-24 17:03:34.220000+00:00,False,,,
ci9051671,893455694970,2.68,"8km WSW of Grapevine, California",34.927,-119.011,8.972,1455277926195,,reviewed,1998-04-24 22:08:14.970000+00:00,False,,,
ci9051668,893457796740,2.65,"40km ENE of Lucerne Valley, California",34.628,-116.594,3.81,1455277927532,,reviewed,1998-04-24 22:43:16.740000+00:00,False,,,
ci9051703,893488022840,3.01,"43km WSW of Carlsbad, California",32.987,-117.76,5.83,1455233408901,,reviewed,1998-04-25 07:07:02.840000+00:00,False,,,
ci9051719,893523141940,2.76,"34km W of Rancho Palos Verdes, California",33.707,-118.746,5.553,1455287419973,,reviewed,1998-04-25 16:52:21.940000+00:00,False,,,
ci9051747,893554359110,3.79,"2km NE of Monterey Park, California",34.075,-118.107,6.916,1455351656850,,reviewed,1998-04-26 01:32:39.110000+00:00,False,,,
ci9051756,893559362590,2.64,"2km S of San Gabriel, California",34.08,-118.107,7.436,1455351658427,,reviewed,1998-04-26 02:56:02.590000+00:00,False,,,
ci9051881,893657558830,2.52,"25km ENE of Coso Junction, California",36.126,-117.684,-1.413,1455315115098,,reviewed,1998-04-27 06:12:38.830000+00:00,False,,,
ci9051985,893746612370,2.62,"41km WSW of Carlsbad, California",33.002,-117.753,5.74,1455296739586,,reviewed,1998-04-28 06:56:52.370000+00:00,False,,,
ci9052074,893821527890,2.97,"11km ENE of Coso Junction, California",36.076,-117.837,0.845,1455315126263,,reviewed,1998-04-29 03:45:27.890000+00:00,False,,,
nc569736,894041031100,3.0,"12 km E of Coalinga, California",36.1321667,-120.218,8.117,1482929625860,,reviewed,1998-05-01 16:43:51.100000+00:00,False,,,
ci9052472,894052955940,2.5,"11km ENE of Coso Junction, California",36.072,-117.834,1.31,1455277957403,,reviewed,1998-05-01 20:02:35.940000+00:00,False,,,
ci9052491,894056557840,3.79,"11km NE of Simi Valley, California",34.352,-118.667,13.741,1455233449406,,reviewed,1998-05-01 21:02:37.840000+00:00,False,,,
ci3298760,894079222550,2.65,"51km WSW of Lompoc, California",34.502,-120.989,5.515,1455351680624,,reviewed,1998-05-02 03:20:22.550000+00:00,False,,,
ci9052532,894085570360,2.83,"20km S of Camarillo, California",34.038,-119.023,13.732,1455251530598,,reviewed,1998-05-02 05:06:10.360000+00:00,False,,,
ci9052622,894178599440,2.56,"11km ENE of Coso Junction, California",36.073,-117.834,0.24,1455324315696,,reviewed,1998-05-03 06:56:39.440000+00:00,False,,,
ci9052700,894271479860,2.6,"10km ENE of Coso Junction, California",36.076,-117.838,0.17,1455333552460,,reviewed,1998-05-04 08:44:39.860000+00:00,False,,,
ci9052762,894325235870,2.75,"12km W of Morongo Valley, California",34.065,-116.705,4.119,1455315152976,,reviewed,1998-05-04 23:40:35.870000+00:00,False,,,
nc30173143,894479456080,2.65,"9 km N of Coalinga, California",36.2258333,-120.3493333,10.457,1482930809558,,reviewed,1998-05-06 18:30:56.080000+00:00,False,,,
nc30172852,894479540730,2.55,"9 km N of Coalinga, California",36.2256667,-120.3508333,10.718,1482930839270,,reviewed,1998-05-06 18:32:20.730000+00:00,False,,,
ci9053088,894599056390,2.62,"27km E of Coso Junction, California",36.073,-117.651,-0.563,1455296797835,,reviewed,1998-05-08 03:44:16.390000+00:00,False,,,
ci9053227,894660197450,2.89,"4km NNW of Coso Junction, California",36.075,-117.96,6.835,1455277983882,,reviewed,1998-05-08 20:43:17.450000+00:00,False,,,
ci9053318,894709146910,3.09,"13km WNW of Calipatria, California",33.162,-115.642,1.213,1455242707138,,reviewed,1998-05-09 10:19:06.910000+00:00,False,,,
ci9053305,894716909890,2.58,"0km ENE of Agua Dulce, California",34.497,-118.323,3.241,1455242711827,,reviewed,1998-05-09 12:28:29.890000+00:00,False,,,
ci9053337,894731699940,2.62,"1km S of Glen Avon, California",34.002,-117.486,13.697,1455333572469,,reviewed,1998-05-09 16:34:59.940000+00:00,False,,,
ci9053365,894774039960,2.6,"27km N of Yucca Valley, California",34.359,-116.445,-0.044,1455260178457,,reviewed,1998-05-10 04:20:39.960000+00:00,False,,,
ci9053408,894819061770,3.48,"13km NE of Little Lake, California",36.01,-117.8,1.191,1455315175852,,reviewed,1998-05-10 16:51:01.770000+00:00,False,,,
ci9053613,895088424810,2.58,"3km NNE of Heber, California",32.755,-115.518,12.604,1455268960183,,reviewed,1998-05-13 19:40:24.810000+00:00,False,,,
ci9053646,895099636120,2.61,"11km ENE of Coso Junction, California",36.077,-117.835,0.27,1455306177260,,reviewed,1998-05-13 22:47:16.120000+00:00,False,,,
ci9053824,895210460890,2.67,"29km E of Coso Junction, California",36.076,-117.633,-0.216,1455360564921,,reviewed,1998-05-15 05:34:20.890000+00:00,False,,,
ci9054170,895515112510,2.87,"12km E of Borrego Springs, California",33.238,-116.251,14.733,1455233517374,,reviewed,1998-05-18 18:11:52.510000+00:00,False,,,
ci9054331,895623934540,2.59,"10km SSW of Idyllwild, California",33.654,-116.755,13.746,1455278019801,,reviewed,1998-05-20 00:25:34.540000+00:00,False,,,
ci9054563,895844769040,3.0,"2km N of Muscoy, California",34.173,-117.343,10.052,1455224259568,,reviewed,1998-05-22 13:46:09.040000+00:00,False,,,
nc30175369,895971783390,2.5,"9 km SW of Huron, California",36.1388333,-120.1703333,7.656,1482935656530,,reviewed,1998-05-24 01:03:03.390000+00:00,False,,,
ci9054687,895985801710,2.78,"20km ENE of Johannesburg, California",35.445,-117.436,1.474,1455333608930,,reviewed,1998-05-24 04:56:41.710000+00:00,False,,,
ci9055046,896395102830,2.94,"22km SSW of Newport Beach, California",33.427,-118.0,5.447,1455278041073,,reviewed,1998-05-28 22:38:22.830000+00:00,False,,,
ci9055060,896396319850,2.5,"40km NE of Big Bear City, California",34.507,-116.524,1.388,1455351734662,,reviewed,1998-05-28 22:58:39.850000+00:00,False,,,
ci9055150,896506745330,2.51,"26km N of Yucca Valley, California",34.35,-116.469,2.296,1455269001440,,reviewed,1998-05-30 05:39:05.330000+00:00,False,,,
ci9055585,896851370580,3.02,"4km SW of Sherman Oaks, California",34.124,-118.482,7.571,1455315240767,,reviewed,1998-06-03 05:22:50.580000+00:00,False,,,
ci9055663,896940422480,3.7,"1km E of Aguanga, California",33.443,-116.859,11.449,1655509300413,,reviewed,1998-06-04 06:07:02.480000+00:00,False,,,
ci9055864,897010803600,2.71,"1km S of Placentia, California",33.862,-117.87,4.086,1455351759097,,reviewed,1998-06-05 01:40:03.600000+00:00,False,,,
ci9055876,897036219360,2.53,"1km ESE of Loma Linda, California",34.043,-117.25,17.163,1455306239846,,reviewed,1998-06-05 08:43:39.360000+00:00,False,,,
ci9055877,897036979360,2.73,"19km SSE of Santa Rosa Is., California",33.776,-120.054,5.409,1455296873839,,reviewed,1998-06-05 08:56:19.360000+00:00,False,,,
ci9056038,897164823100,2.51,"11km ENE of Coso Junction, California",36.07,-117.83,1.59,1455351763094,,reviewed,1998-06-06 20:27:03.100000+00:00,False,,,
ci9056084,897211625780,2.75,"11km ENE of Coso Junction, California",36.07,-117.829,1.8,1455333648561,,reviewed,1998-06-07 09:27:05.780000+00:00,False,,,
nc30177615,897240065810,2.55,"6 km SW of Three Rocks, California",36.4693333,-120.4473333,11.699,1482940044450,,reviewed,1998-06-07 17:21:05.810000+00:00,False,,,
ci9056232,897322085930,3.9,"32km E of Coso Junction, California",36.09,-117.597,-1.176,1455342455365,,reviewed,1998-06-08 16:08:05.930000+00:00,False,,,
ci9056235,897322263620,2.66,"32km E of Coso Junction, California",36.085,-117.601,-1.293,1455333655026,,reviewed,1998-06-08 16:11:03.620000+00:00,False,,,
ci9056295,897326455060,3.02,"14km E of Little Lake, California",35.925,-117.758,6.376,1455306259396,,reviewed,1998-06-08 17:20:55.060000+00:00,False,,,
ci9056308,897327498270,2.91,"14km E of Little Lake, California",35.924,-117.757,5.779,1455315260401,,reviewed,1998-06-08 17:38:18.270000+00:00,False,,,
ci9056390,897358546780,2.62,"32km E of Coso Junction, California",36.087,-117.6,-1.236,1455233577463,,reviewed,1998-06-09 02:15:46.780000+00:00,False,,,
ci9056401,897369284640,3.18,"29km E of Coso Junction, California",36.071,-117.624,-1.286,1455260241199,,reviewed,1998-06-09 05:14:44.640000+00:00,False,,,
ci9056675,897483682410,2.53,"31km E of Coso Junction, California",36.085,-117.603,-1.503,1455278093055,,reviewed,1998-06-10 13:01:22.410000+00:00,False,,,
nc30178879,897633153080,3.12,"23 km NW of Coalinga, California",36.3078333,-120.5201667,15.547,1482948338740,,reviewed,1998-06-12 06:32:33.080000+00:00,False,,,
nc30178882,897634203520,2.73,"23 km NW of Coalinga, California",36.3075,-120.5153333,16.377,1482948372600,,reviewed,1998-06-12 06:50:03.520000+00:00,False,,,
nc30178884,897635098510,3.1,"23 km NW of Coalinga, California",36.3115,-120.5188333,15.497,1482948403220,,reviewed,1998-06-12 07:04:58.510000+00:00,False,,,
ci9057277,897845584230,3.7,"47km NE of San Clemente Is. (SE tip), California",33.06,-117.931,5.809,1455315293427,,reviewed,1998-06-14 17:33:04.230000+00:00,False,,,
ci9057286,897845614510,3.0,"3km SSW of South El Monte, California",34.031,-118.06,5.524,1455296920656,,reviewed,1998-06-14 17:33:34.510000+00:00,False,,,
ci9057304,897875962920,3.6,"6km NNE of Parksdale, California",37.0,-120.0,5.881,1455296921882,,reviewed,1998-06-15 01:59:22.920000+00:00,False,,,
ci3299985,897886505160,2.72,"1km SSW of Costa Mesa, California",33.66,-117.916,2.056,1455278109894,,reviewed,1998-06-15 04:55:05.160000+00:00,False,,,
ci9057332,897901638920,2.67,"21km N of Yucca Valley, California",34.304,-116.453,3.473,1455296926402,,reviewed,1998-06-15 09:07:18.920000+00:00,False,,,
ci9057434,897997761870,2.97,"17km SSW of Ocotillo, California",32.595,-116.076,8.317,1455233606893,,reviewed,1998-06-16 11:49:21.870000+00:00,False,,,
ci9057477,898011750250,3.28,"15km NE of Borrego Springs, California",33.34,-116.248,14.324,1455260263719,,reviewed,1998-06-16 15:42:30.250000+00:00,False,,,
ci9057481,898034829860,2.77,"25km SSE of Santa Rosa Is., California",33.728,-120.053,5.409,1455333694238,,reviewed,1998-06-16 22:07:09.860000+00:00,False,,,
ci3299987,898053561710,3.03,"6km WNW of Big Bear Lake, California",34.271,-116.961,8.271,1455233608549,,reviewed,1998-06-17 03:19:21.710000+00:00,False,,,
ci9057496,898054779750,2.56,"13km S of Santa Rosa Is., California",33.828,-120.081,5.363,1455260265973,,reviewed,1998-06-17 03:39:39.750000+00:00,False,,,
ci9057512,898055137010,3.26,"6km NW of Big Bear Lake, California",34.274,-116.962,8.411,1455269105510,,reviewed,1998-06-17 03:45:37.010000+00:00,False,,,
ci9057498,898065413760,2.82,"12km NNW of Banning, California",34.029,-116.909,18.004,1455296933655,,reviewed,1998-06-17 06:36:53.760000+00:00,False,,,
ci9057563,898109470630,3.2,"3km NE of Chatsworth, California",34.271,-118.578,11.796,1455306296772,,reviewed,1998-06-17 18:51:10.630000+00:00,False,,,
ci9057558,898109492270,3.74,"3km NNE of Chatsworth, California",34.285,-118.588,13.748,1531158296589,,reviewed,1998-06-17 18:51:32.270000+00:00,False,,,
ci9057640,898207027390,2.56,"38km SW of Ludlow, California",34.486,-116.453,1.338,1455324468336,,reviewed,1998-06-18 21:57:07.390000+00:00,False,,,
ci9057864,898443174610,4.0,"16km SSE of Lemoore, California",36.158,-119.742,5.881,1455315327253,,reviewed,1998-06-21 15:32:54.610000+00:00,False,,,
ci9057895,898454424440,2.88,"11km NNE of Thousand Palms, California",33.92,-116.362,4.516,1455296948433,,reviewed,1998-06-21 18:40:24.440000+00:00,False,,,
ci9057907,898474073470,3.61,"6km WSW of Morongo Valley, California",34.031,-116.646,11.816,1455351805467,,reviewed,1998-06-22 00:07:53.470000+00:00,False,,,
ci9057915,898510795840,2.57,"16km SSW of Ocotillo, California",32.604,-116.074,7.567,1455260274333,,reviewed,1998-06-22 10:19:55.840000+00:00,False,,,
ci9057969,898583588140,2.68,"14km WSW of Searles Valley, California",35.741,-117.551,7.812,1455242834156,,reviewed,1998-06-23 06:33:08.140000+00:00,False,,,
ci9057990,898593208510,2.85,"16km SSW of Ocotillo, California",32.607,-116.077,9.237,1455260279266,,reviewed,1998-06-23 09:13:28.510000+00:00,False,,,
ci9058055,898680786350,3.0,"17km SSE of Port Hueneme, California",34.016,-119.093,4.525,1455287603231,,reviewed,1998-06-24 09:33:06.350000+00:00,False,,,
ci9058139,898745572500,2.76,"4km NE of Ocotillo Wells, California",33.169,-116.107,5.988,1455360697974,,reviewed,1998-06-25 03:32:52.500000+00:00,False,,,
nc30181629,898863414900,2.81,"10 km NW of Kettleman City, California",36.0803333,-120.037,8.521,1482956544540,,reviewed,1998-06-26 12:16:54.900000+00:00,False,,,
ci9058311,898880147520,3.89,"24km W of Westmorland, California",33.028,-115.878,3.666,1455315339375,,reviewed,1998-06-26 16:55:47.520000+00:00,False,,,
ci9058321,898880186050,2.95,"6km E of Nuevo, California",33.801,-117.084,5.52,1455260286274,,reviewed,1998-06-26 16:56:26.050000+00:00,False,,,
ci9058660,899082250990,2.55,"6km SSW of Malibu Beach, California",33.979,-118.703,13.682,1455251697518,,reviewed,1998-06-29 01:04:10.990000+00:00,False,,,
ci9058911,899323682490,2.56,"3km NNE of Heber, California",32.752,-115.515,12.264,1455242853766,,reviewed,1998-07-01 20:08:02.490000+00:00,False,,,
ci9058934,899350790450,4.75,"51km NW of Stovepipe Wells, California",36.945,-117.525,4.646,1455342532855,,reviewed,1998-07-02 03:39:50.450000+00:00,False,,,
ci9058971,899350941300,3.12,"49km NNW of Stovepipe Wells, California",36.974,-117.444,3.5,1455233638990,,reviewed,1998-07-02 03:42:21.300000+00:00,False,,,
ci9058981,899353855550,2.88,"51km NW of Stovepipe Wells, California",36.901,-117.587,4.646,1455233640426,,reviewed,1998-07-02 04:30:55.550000+00:00,False,,,
ci9058928,899356291400,2.61,"50km NNW of Stovepipe Wells, California",36.983,-117.441,3.5,1455342534143,,reviewed,1998-07-02 05:11:31.400000+00:00,False,,,
ci9058929,899356661420,2.74,"53km NNW of Stovepipe Wells, California",36.998,-117.473,3.5,1455260305116,,reviewed,1998-07-02 05:17:41.420000+00:00,False,,,
ci9058930,899357756560,2.88,"49km NW of Stovepipe Wells, California",36.935,-117.515,3.993,1455351846147,,reviewed,1998-07-02 05:35:56.560000+00:00,False,,,
ci9058973,899358743340,2.58,"50km NW of Stovepipe Wells, California",36.964,-117.48,3.993,1455260306298,,reviewed,1998-07-02 05:52:23.340000+00:00,False,,,
ci9059008,899365416770,2.53,"50km NW of Stovepipe Wells, California",36.969,-117.47,3.5,1455360716276,,reviewed,1998-07-02 07:43:36.770000+00:00,False,,,
ci9059067,899375746510,2.89,"51km NW of Stovepipe Wells, California",36.972,-117.485,4.686,1455333738888,,reviewed,1998-07-02 10:35:46.510000+00:00,False,,,
ci9059079,899376264040,3.11,"17km SSE of Bodfish, California",35.442,-118.44,6.449,1455296982178,,reviewed,1998-07-02 10:44:24.040000+00:00,False,,,
ci9059107,899393659990,2.51,"49km NW of Stovepipe Wells, California",36.97,-117.461,3.5,1455269138037,,reviewed,1998-07-02 15:34:19.990000+00:00,False,,,
ci9059143,899402272120,2.64,"6km SW of Lytle Creek, California",34.223,-117.542,6.61,1455287637692,,reviewed,1998-07-02 17:57:52.120000+00:00,False,,,
ci9059175,899432082600,2.59,"49km NW of Stovepipe Wells, California",36.958,-117.476,3.993,1455233647627,,reviewed,1998-07-03 02:14:42.600000+00:00,False,,,
ci9059220,899451744920,3.0,"50km NNW of Stovepipe Wells, California",36.985,-117.44,4.803,1455251712929,,reviewed,1998-07-03 07:42:24.920000+00:00,False,,,
ci9059231,899455058520,3.41,"53km NW of Stovepipe Wells, California",36.978,-117.514,4.686,1455269145661,,reviewed,1998-07-03 08:37:38.520000+00:00,False,,,
ci9059208,899455064840,2.51,"16km ESE of Olancha, California",36.219,-117.847,4.497,1455296985148,,reviewed,1998-07-03 08:37:44.840000+00:00,False,,,
ci9059210,899455543430,2.54,"50km NW of Stovepipe Wells, California",36.952,-117.511,3.993,1455233650469,,reviewed,1998-07-03 08:45:43.430000+00:00,False,,,
ci9059216,899460160500,2.83,"50km NNW of Stovepipe Wells, California",36.985,-117.451,3.5,1455224435582,,reviewed,1998-07-03 10:02:40.500000+00:00,False,,,
ci9059244,899461474980,2.73,"47km NW of Stovepipe Wells, California",36.949,-117.448,4.598,1455278154786,,reviewed,1998-07-03 10:24:34.980000+00:00,False,,,
ci3300076,899467883710,2.82,"50km NW of Stovepipe Wells, California",36.967,-117.484,4.78,1455287640608,,reviewed,1998-07-03 12:11:23.710000+00:00,False,,,
nc51057599,899470784310,2.57,"6 km SE of Mendota, California",36.7168333,-120.3213333,1.934,1482959225946,,reviewed,1998-07-03 12:59:44.310000+00:00,False,,,
ci9059291,899487344160,3.22,"50km NW of Stovepipe Wells, California",36.964,-117.478,4.646,1455351853763,,reviewed,1998-07-03 17:35:44.160000+00:00,False,,,
ci3300078,899487452790,2.5,"49km NNW of Stovepipe Wells, California",36.977,-117.447,3.5,1455233652889,,reviewed,1998-07-03 17:37:32.790000+00:00,False,,,
ci9059308,899490989780,2.53,"6km SW of Niland, California",33.201,-115.567,1.602,1455278158263,,reviewed,1998-07-03 18:36:29.780000+00:00,False,,,
ci9059316,899492452030,2.83,"6km SW of Niland, California",33.2,-115.566,2.412,1455287643378,,reviewed,1998-07-03 19:00:52.030000+00:00,False,,,
ci9059411,899522035340,3.03,"10km NW of San Clemente Is. (SE tip), California",32.875,-118.427,13.305,1455360727255,,reviewed,1998-07-04 03:13:55.340000+00:00,False,,,
